Timestamp,Open,High,Low,Close,Volume
2012-01-02,21400.0,21600.0,21300.0,21600.0,13151350
2012-01-03,21860.0,22100.0,21840.0,22100.0,16927750
2012-01-04,22100.0,22200.0,21500.0,21600.0,17103700
2012-01-05,21460.0,21580.0,21100.0,21100.0,17298400
2012-01-06,21120.0,21320.0,20600.0,20800.0,18816250
2012-01-09,20800.0,20820.0,20300.0,20320.0,19283000
2012-01-10,20420.0,20720.0,20420.0,20520.0,20414800
2012-01-11,20340.0,20480.0,20280.0,20420.0,19110150
2012-01-12,20320.0,20580.0,20220.0,20560.0,18511000
2012-01-13,20560.0,21000.0,20520.0,20920.0,14630750
2012-01-16,20800.0,20800.0,20400.0,20600.0,11614950
2012-01-17,20820.0,20960.0,20480.0,20720.0,17084400
2012-01-18,21020.0,21040.0,20440.0,20600.0,15359650
2012-01-19,20760.0,21440.0,20740.0,21440.0,22385800
2012-01-20,21800.0,22100.0,21520.0,22100.0,25550800
2012-01-25,21840.0,22500.0,21840.0,22280.0,22751300
2012-01-26,22320.0,22420.0,21880.0,22260.0,17655150
2012-01-27,22400.0,22500.0,22220.0,22500.0,12741200
2012-01-30,22580.0,22600.0,22180.0,22300.0,16354450
2012-01-31,22100.0,22400.0,21780.0,22140.0,21731350
2012-02-01,22140.0,22140.0,21560.0,21580.0,22849650
2012-02-02,21720.0,22080.0,21360.0,21600.0,22402650
2012-02-03,21420.0,21680.0,21120.0,21320.0,17801400
2012-02-06,21680.0,21820.0,21320.0,21480.0,15837500
2012-02-07,21540.0,21920.0,21460.0,21860.0,11921950
2012-02-08,21980.0,22000.0,21680.0,21840.0,11809400
2012-02-09,21740.0,21800.0,21200.0,21680.0,24005850
2012-02-10,21680.0,21680.0,21220.0,21240.0,18579100
2012-02-13,21380.0,21780.0,21340.0,21660.0,16017250
2012-02-14,21680.0,21780.0,21480.0,21600.0,12317400
2012-02-15,21960.0,22760.0,21840.0,22700.0,28522350
2012-02-16,22600.0,22800.0,22420.0,22700.0,15411800
2012-02-17,23180.0,23600.0,23120.0,23520.0,17308450
2012-02-20,23560.0,23880.0,23320.0,23500.0,14814150
2012-02-21,23500.0,23960.0,23300.0,23600.0,10808250
2012-02-22,23640.0,24000.0,23440.0,23940.0,11779250
2012-02-23,23460.0,23580.0,23020.0,23200.0,23259200
2012-02-24,23060.0,23720.0,23060.0,23600.0,14240300
2012-02-27,23480.0,23600.0,23180.0,23420.0,8273300
2012-02-28,23920.0,24000.0,23620.0,23700.0,16648100
2012-02-29,23820.0,24180.0,23820.0,24120.0,17278300
2012-03-02,24300.0,24340.0,23580.0,23640.0,18023700
2012-03-05,23800.0,23820.0,23320.0,23480.0,11175250
2012-03-06,23580.0,23860.0,23340.0,23600.0,10572850
2012-03-07,23500.0,23660.0,23300.0,23440.0,11521550
2012-03-08,23600.0,23720.0,23300.0,23600.0,20270400
2012-03-09,23820.0,24620.0,23760.0,24600.0,18228800
2012-03-12,24480.0,24520.0,24200.0,24200.0,11826950
2012-03-13,24000.0,24580.0,24000.0,24420.0,11985550
2012-03-14,24600.0,25100.0,24600.0,25000.0,18279650
2012-03-15,25020.0,25200.0,24840.0,25000.0,14038800
2012-03-16,25200.0,25340.0,24760.0,24760.0,18070200
2012-03-19,24700.0,25360.0,24680.0,25200.0,11881850
2012-03-20,25340.0,25540.0,25200.0,25340.0,11935500
2012-03-21,25200.0,25200.0,24840.0,24840.0,12913550
2012-03-22,24700.0,25260.0,24700.0,25160.0,12675450
2012-03-23,24860.0,25480.0,24860.0,25220.0,10818600
2012-03-26,25360.0,25500.0,25220.0,25500.0,9237800
2012-03-27,25700.0,26220.0,25520.0,26220.0,14186350
2012-03-28,26000.0,26160.0,25900.0,26040.0,9914550
2012-03-29,25980.0,25980.0,25600.0,25600.0,11670000
2012-03-30,25400.0,25600.0,25140.0,25500.0,15281700
2012-04-02,25500.0,25980.0,25220.0,25980.0,12582950
2012-04-03,26400.0,26780.0,26040.0,26700.0,16507900
2012-04-04,26620.0,27020.0,26300.0,26400.0,14599350
2012-04-05,26040.0,26700.0,25940.0,26600.0,12921350
2012-04-06,26540.0,26680.0,26260.0,26640.0,10289650
2012-04-09,26400.0,26600.0,26120.0,26340.0,8572600
2012-04-10,26280.0,26400.0,26140.0,26220.0,11176100
2012-04-12,25660.0,25980.0,25360.0,25460.0,25240650
2012-04-13,25300.0,25540.0,25200.0,25360.0,35409200
2012-04-16,25460.0,25520.0,25000.0,25180.0,15222400
2012-04-17,25020.0,25280.0,24820.0,24980.0,14552300
2012-04-18,25540.0,26040.0,25380.0,25860.0,17253750
